,Gender,Marital_Status,Number_of_Dependents,Education,Loan_Status,Annual_Income,Credit_Score,Loan_Amount,Term,Property_Area,Loan_Approval
319,Female,No,2,Not Graduate,No,2132.0,2789.0,4988.0,180,Rural,Yes
320,Male,No,1,Not Graduate,No,3528.0,1743.0,6796.0,180,Semiurban,Yes
321,Male,No,1,Graduate,Yes,7798.0,2987.0,2910.0,180,Urban,Yes
322,Female,No,3,Graduate,No,5221.0,885.0,9312.0,180,Rural,Yes
323,Male,Yes,1,Graduate,No,6291.0,2139.0,1070.0,180,Semiurban,No
324,Male,No,2,Graduate,No,6868.0,1219.0,6975.0,180,Urban,Yes
325,Female,No,0,Graduate,No,2059.0,4396.0,4092.0,180,Semiurban,Yes
326,Female,No,1,Not Graduate,No,5671.0,342.0,8341.0,180,Rural,Yes
327,Female,No,3,Graduate,Yes,8440.0,966.0,49.0,180,Rural,Yes
328,Male,Yes,1,Not Graduate,Yes,8236.0,3699.0,5454.0,180,Semiurban,No
329,Male,No,1,Not Graduate,No,10667.0,62.0,9602.0,360,Urban,No
330,Male,No,2,Graduate,Yes,6669.0,3402.0,9278.0,360,Urban,No
331,Male,Yes,0,Graduate,No,8862.0,2627.0,5021.0,180,Urban,Yes
332,Male,No,2,Not Graduate,Yes,7880.0,2003.0,5831.0,360,Semiurban,Yes
333,Female,No,0,Not Graduate,Yes,3331.0,2265.0,5021.0,180,Rural,Yes
334,Female,Yes,0,Graduate,Yes,3681.0,4507.0,5021.0,180,Rural,Yes
335,Male,No,0,Not Graduate,Yes,2349.0,2717.0,3743.0,180,Semiurban,Yes
336,Female,Yes,1,Graduate,No,5209.0,3778.0,2257.0,360,Rural,Yes
337,Male,Yes,1,Graduate,Yes,11635.0,1664.0,3267.0,180,Urban,Yes
338,Male,No,3,Not Graduate,Yes,1676.0,3002.0,4082.0,180,Semiurban,No
339,Male,Yes,0,Graduate,No,2004.0,1720.0,9677.0,180,Semiurban,Yes
340,Female,No,2,Not Graduate,Yes,6669.0,3450.0,6807.0,180,Urban,Yes
341,Female,No,0,Not Graduate,Yes,3816.0,2489.0,1773.0,180,Rural,No
342,Male,Yes,1,Graduate,No,5304.0,1185.0,4282.0,180,Urban,Yes
343,Male,Yes,1,Not Graduate,Yes,6006.0,2743.0,3541.0,360,Rural,No
344,Male,Yes,1,Graduate,No,10297.0,348.0,9807.0,360,Semiurban,No
345,Female,No,3,Graduate,Yes,8474.0,3787.0,1295.0,360,Urban,Yes
346,Male,Yes,0,Graduate,Yes,6458.0,1801.0,299.0,360,Semiurban,No
347,Male,No,3,Graduate,No,3011.0,4833.0,2703.0,360,Urban,No
348,Female,Yes,3,Not Graduate,Yes,6669.0,2627.0,5017.0,360,Urban,Yes
349,Male,Yes,0,Graduate,No,2564.0,3073.0,5021.0,180,Urban,No
350,Male,Yes,3,Not Graduate,No,5609.0,1714.0,5021.0,180,Semiurban,Yes
351,Male,No,0,Not Graduate,No,6355.0,3119.0,8328.0,180,Rural,Yes
352,Male,No,1,Not Graduate,No,5104.0,461.0,6628.0,360,Rural,No
353,Female,Yes,1,Graduate,No,7430.0,910.0,5021.0,360,Urban,No
354,Male,Yes,3,Graduate,No,4526.0,241.0,8315.0,180,Semiurban,Yes
355,Female,Yes,2,Not Graduate,Yes,10432.0,987.0,3378.0,360,Rural,Yes
356,Male,Yes,0,Not Graduate,Yes,3238.0,1484.0,2052.0,360,Semiurban,No
357,Female,No,0,Graduate,No,6669.0,3158.0,1922.0,360,Semiurban,Yes
358,Male,Yes,0,Graduate,No,4567.0,1241.0,7455.0,360,Urban,Yes
359,Male,No,3,Graduate,Yes,6957.0,3459.0,2430.0,360,Semiurban,Yes
360,Male,No,1,Graduate,Yes,7468.0,3229.0,5371.0,360,Urban,Yes
361,Male,No,1,Graduate,No,6387.0,3579.0,1598.0,360,Rural,No
362,Male,Yes,2,Not Graduate,Yes,7031.0,1510.0,1738.0,360,Semiurban,Yes
363,Female,Yes,2,Graduate,Yes,6708.0,2147.0,2434.0,180,Semiurban,No
364,Female,Yes,1,Graduate,Yes,8355.0,2575.0,5957.0,360,Semiurban,No
365,Female,No,1,Graduate,Yes,7508.0,1959.0,9519.0,180,Semiurban,Yes
366,Male,No,2,Not Graduate,Yes,6669.0,1236.0,7322.0,360,Semiurban,No
367,Male,No,1,Graduate,Yes,6976.0,2556.0,4407.0,180,Semiurban,No
368,Female,Yes,1,Graduate,No,5826.0,4606.0,4296.0,360,Semiurban,No
369,Female,Yes,2,Not Graduate,Yes,4591.0,2803.0,9949.0,360,Rural,Yes
370,Female,Yes,3,Not Graduate,No,10430.0,4250.0,3731.0,180,Semiurban,No
371,Male,Yes,3,Not Graduate,Yes,2195.0,3406.0,5127.0,360,Semiurban,No
372,Male,Yes,1,Not Graduate,Yes,5613.0,4891.0,5020.0,180,Semiurban,No
373,Female,No,1,Not Graduate,Yes,4038.0,1624.0,2380.0,180,Semiurban,No
374,Male,Yes,3,Graduate,No,6669.0,1646.0,5021.0,360,Rural,No
375,Male,No,0,Not Graduate,Yes,6669.0,1472.0,5918.0,180,Urban,No
376,Female,Yes,1,Not Graduate,Yes,5309.0,3547.0,1463.0,360,Semiurban,Yes
377,Male,Yes,3,Not Graduate,Yes,1651.0,961.0,1659.0,180,Urban,Yes
378,Female,No,2,Not Graduate,No,11099.0,910.0,954.0,180,Urban,No
379,Female,Yes,1,Graduate,No,6097.0,3683.0,3311.0,180,Rural,No
380,Female,Yes,1,Graduate,No,10982.0,4707.0,5440.0,180,Rural,No
381,Female,No,1,Graduate,Yes,6632.0,2379.0,6640.0,360,Rural,No
382,Male,No,3,Not Graduate,Yes,2950.0,3770.0,469.0,180,Semiurban,Yes
383,Male,No,3,Not Graduate,Yes,7191.0,4947.0,6850.0,180,Semiurban,No
384,Male,No,0,Not Graduate,No,6669.0,2627.0,8672.0,180,Semiurban,No
385,Male,Yes,3,Not Graduate,No,6501.0,4721.0,3535.0,180,Rural,Yes
386,Male,No,3,Graduate,Yes,1556.0,4706.0,2411.0,360,Urban,No
387,Male,Yes,3,Not Graduate,Yes,7623.0,1645.0,5021.0,180,Urban,Yes
388,Male,Yes,2,Graduate,No,11828.0,4874.0,7482.0,180,Urban,No
389,Female,No,0,Graduate,No,4209.0,1717.0,5591.0,360,Semiurban,Yes
390,Female,Yes,2,Graduate,No,7579.0,4724.0,7371.0,360,Rural,Yes
391,Male,Yes,2,Not Graduate,No,11706.0,4783.0,3052.0,180,Rural,Yes
392,Male,Yes,1,Not Graduate,No,6669.0,2627.0,9644.0,180,Rural,Yes
393,Male,No,1,Not Graduate,No,6379.0,1626.0,423.0,360,Urban,Yes
394,Male,No,3,Not Graduate,Yes,10482.0,4254.0,8023.0,180,Semiurban,Yes
395,Male,Yes,3,Graduate,No,6082.0,4649.0,9463.0,360,Rural,No
396,Male,No,3,Not Graduate,No,9468.0,2627.0,5662.0,360,Rural,Yes
397,Male,No,3,Graduate,No,6669.0,2627.0,3912.0,360,Semiurban,No
398,Female,No,1,Not Graduate,Yes,5263.0,1552.0,1401.0,180,Rural,Yes
399,Female,No,3,Graduate,No,11614.0,1848.0,2856.0,180,Rural,No
400,Female,No,2,Not Graduate,No,6887.0,4562.0,9749.0,180,Rural,No
401,Male,Yes,0,Not Graduate,No,4626.0,3286.0,4309.0,180,Semiurban,Yes
402,Male,No,1,Not Graduate,Yes,4788.0,1040.0,8691.0,360,Semiurban,Yes
403,Male,No,2,Not Graduate,Yes,8655.0,1208.0,2278.0,180,Rural,No
404,Female,Yes,0,Graduate,No,6669.0,1791.0,3272.0,180,Urban,Yes
405,Female,Yes,0,Not Graduate,Yes,8891.0,4608.0,9678.0,180,Semiurban,Yes
406,Male,No,1,Graduate,No,4808.0,3433.0,7523.0,180,Semiurban,No
407,Male,No,2,Graduate,No,11185.0,1824.0,1075.0,360,Urban,No
408,Female,No,2,Graduate,Yes,5825.0,1638.0,1288.0,180,Rural,No
409,Female,No,3,Graduate,No,7300.0,2231.0,6806.0,360,Urban,Yes
410,Male,Yes,0,Not Graduate,Yes,10552.0,1314.0,2442.0,180,Semiurban,Yes
411,Female,Yes,2,Graduate,Yes,11442.0,1796.0,4727.0,360,Rural,No
412,Male,No,3,Graduate,Yes,4980.0,1784.0,5363.0,360,Semiurban,Yes
413,Female,Yes,2,Graduate,Yes,6669.0,1785.0,1887.0,180,Rural,Yes
414,Female,Yes,1,Graduate,Yes,3164.0,2627.0,1578.0,360,Urban,Yes
415,Male,No,1,Graduate,No,8123.0,2992.0,5283.0,180,Urban,Yes
416,Female,No,1,Not Graduate,No,6669.0,4876.0,9222.0,180,Urban,No
417,Male,Yes,1,Graduate,Yes,7256.0,4725.0,2273.0,360,Semiurban,Yes
418,Female,Yes,0,Not Graduate,Yes,5341.0,4044.0,5311.0,180,Rural,Yes
419,Female,Yes,0,Graduate,Yes,10224.0,4782.0,9586.0,360,Semiurban,No
420,Male,Yes,0,Graduate,Yes,7711.0,2627.0,5021.0,360,Rural,Yes
421,Female,Yes,0,Not Graduate,Yes,10563.0,2083.0,3403.0,360,Rural,No
422,Male,Yes,2,Graduate,No,5030.0,2627.0,6214.0,360,Rural,No
423,Female,Yes,3,Not Graduate,Yes,2001.0,3543.0,5021.0,360,Semiurban,No
424,Male,Yes,0,Not Graduate,Yes,6929.0,4900.0,4440.0,180,Semiurban,No
425,Male,No,3,Not Graduate,Yes,6669.0,3195.0,1843.0,180,Rural,Yes
426,Female,Yes,1,Not Graduate,No,7992.0,3481.0,7085.0,360,Urban,No
427,Female,No,2,Not Graduate,No,10151.0,1693.0,2628.0,360,Semiurban,No
428,Male,No,3,Graduate,Yes,6669.0,2627.0,5594.0,360,Rural,Yes
429,Female,No,2,Not Graduate,No,1506.0,2542.0,6338.0,360,Urban,No
430,Female,No,1,Graduate,Yes,2047.0,4771.0,6577.0,360,Semiurban,No
431,Female,No,1,Graduate,No,3151.0,3797.0,35.0,360,Rural,No
432,Male,No,3,Graduate,Yes,5057.0,1987.0,5021.0,360,Urban,Yes
433,Male,Yes,0,Graduate,No,8218.0,4578.0,7853.0,360,Semiurban,No
434,Male,No,3,Graduate,Yes,11119.0,2627.0,7783.0,360,Semiurban,Yes
435,Male,Yes,1,Graduate,Yes,6085.0,2126.0,7100.0,180,Rural,No
436,Male,Yes,2,Not Graduate,Yes,6669.0,1908.0,8126.0,360,Urban,No
437,Male,No,0,Not Graduate,No,6669.0,2515.0,6459.0,180,Urban,No
438,Male,Yes,3,Graduate,Yes,2580.0,4166.0,8986.0,360,Urban,No
439,Female,No,1,Graduate,Yes,8664.0,3798.0,4475.0,360,Urban,No
440,Male,Yes,0,Graduate,Yes,5497.0,1051.0,9268.0,180,Urban,No
441,Male,No,1,Not Graduate,No,6173.0,2381.0,3531.0,180,Rural,No
442,Male,Yes,3,Graduate,No,11476.0,2324.0,9614.0,180,Rural,No
443,Female,Yes,0,Graduate,No,3577.0,2627.0,2735.0,180,Urban,Yes
444,Female,Yes,2,Graduate,Yes,8653.0,788.0,8174.0,360,Rural,No
445,Female,Yes,3,Graduate,No,2974.0,529.0,6396.0,360,Semiurban,No
446,Male,Yes,0,Not Graduate,Yes,6669.0,3267.0,5021.0,180,Semiurban,Yes
447,Male,No,1,Not Graduate,Yes,1675.0,4360.0,1367.0,180,Semiurban,No
448,Male,Yes,3,Not Graduate,Yes,9217.0,729.0,7754.0,180,Rural,Yes
449,Female,Yes,1,Graduate,No,8984.0,2075.0,2505.0,180,Rural,Yes
450,Female,Yes,0,Graduate,No,8554.0,1022.0,3572.0,360,Urban,Yes
451,Male,No,1,Graduate,No,11780.0,1229.0,7269.0,360,Rural,Yes
452,Male,No,0,Not Graduate,Yes,7171.0,1164.0,5231.0,180,Urban,Yes
453,Female,No,1,Graduate,Yes,9129.0,1649.0,8819.0,180,Semiurban,No
454,Female,Yes,2,Graduate,No,5220.0,3460.0,5361.0,360,Semiurban,No
455,Male,No,1,Not Graduate,No,2636.0,1700.0,4343.0,360,Urban,Yes
456,Male,No,0,Graduate,No,6669.0,2916.0,9735.0,180,Rural,Yes
457,Male,No,2,Not Graduate,No,6591.0,2665.0,5816.0,180,Semiurban,Yes
458,Female,No,3,Graduate,No,7919.0,2343.0,133.0,180,Rural,Yes
459,Male,No,2,Not Graduate,No,4967.0,2627.0,6952.0,360,Rural,No
460,Female,Yes,2,Graduate,No,2659.0,3354.0,783.0,360,Semiurban,Yes
461,Male,No,2,Graduate,No,3689.0,241.0,5021.0,180,Semiurban,No
462,Male,No,1,Not Graduate,No,5435.0,2627.0,5267.0,180,Rural,Yes
463,Female,No,0,Graduate,No,6669.0,2514.0,909.0,360,Semiurban,Yes
464,Male,Yes,2,Graduate,Yes,9636.0,1642.0,536.0,180,Rural,No
465,Male,Yes,0,Not Graduate,Yes,3883.0,807.0,8142.0,180,Semiurban,Yes
466,Female,Yes,1,Not Graduate,Yes,5320.0,2627.0,8844.0,180,Semiurban,Yes
467,Male,Yes,0,Graduate,Yes,8098.0,2556.0,1050.0,180,Semiurban,Yes
468,Male,Yes,1,Not Graduate,No,3562.0,3559.0,1660.0,180,Semiurban,No
469,Female,Yes,1,Not Graduate,No,6141.0,613.0,5021.0,180,Semiurban,No
470,Female,No,0,Graduate,Yes,5538.0,4184.0,1855.0,180,Urban,No
471,Male,Yes,1,Not Graduate,No,6669.0,396.0,7641.0,360,Rural,Yes
472,Female,Yes,3,Not Graduate,Yes,3928.0,1904.0,2910.0,360,Semiurban,No
473,Female,Yes,2,Graduate,Yes,7454.0,2830.0,2096.0,360,Urban,Yes
474,Male,Yes,3,Graduate,No,2680.0,1567.0,2539.0,180,Urban,No
475,Female,Yes,2,Graduate,Yes,10322.0,528.0,7141.0,180,Urban,Yes
476,Female,No,0,Graduate,Yes,6669.0,4015.0,4333.0,180,Rural,Yes
477,Female,No,3,Not Graduate,No,4371.0,259.0,5642.0,180,Urban,No
478,Male,Yes,1,Graduate,No,11923.0,2662.0,5497.0,180,Rural,Yes
479,Female,No,1,Not Graduate,Yes,8365.0,3331.0,3911.0,180,Rural,No
480,Female,No,0,Not Graduate,No,2934.0,326.0,5462.0,360,Urban,Yes
481,Female,No,2,Not Graduate,Yes,6641.0,2627.0,7755.0,180,Rural,Yes
482,Female,Yes,2,Not Graduate,Yes,10025.0,1246.0,7479.0,360,Rural,Yes
483,Male,No,3,Not Graduate,No,3603.0,585.0,7510.0,360,Rural,Yes
484,Female,Yes,1,Graduate,No,4359.0,1420.0,770.0,360,Urban,No
485,Female,No,3,Not Graduate,Yes,4039.0,2627.0,826.0,180,Urban,No
486,Male,Yes,3,Graduate,Yes,8639.0,4054.0,4914.0,180,Rural,No
487,Female,No,1,Not Graduate,No,2608.0,2627.0,3518.0,180,Rural,No
488,Female,No,1,Graduate,No,5852.0,3403.0,5021.0,180,Rural,No
489,Male,Yes,3,Graduate,No,2471.0,1010.0,7143.0,180,Urban,Yes
490,Male,No,3,Not Graduate,No,3195.0,2052.0,8441.0,360,Semiurban,No
491,Male,Yes,1,Graduate,No,10596.0,2847.0,5866.0,360,Semiurban,No
492,Male,Yes,2,Not Graduate,No,11361.0,2304.0,3565.0,180,Semiurban,No
493,Male,Yes,0,Graduate,No,9272.0,2627.0,5673.0,180,Semiurban,No
494,Female,No,3,Not Graduate,Yes,4789.0,3975.0,5021.0,360,Rural,Yes
495,Female,No,3,Not Graduate,No,8474.0,1465.0,2785.0,360,Rural,Yes
496,Female,Yes,2,Graduate,No,4607.0,177.0,8843.0,360,Rural,No
497,Female,No,2,Graduate,No,11133.0,928.0,9830.0,180,Urban,No
498,Female,No,1,Not Graduate,No,6001.0,4523.0,6931.0,180,Urban,No
499,Male,No,3,Not Graduate,No,9295.0,2627.0,5161.0,360,Semiurban,No
500,Female,No,1,Graduate,No,6216.0,911.0,6801.0,180,Rural,Yes
501,Male,Yes,0,Graduate,Yes,5718.0,4840.0,6040.0,360,Rural,Yes
502,Female,No,0,Not Graduate,No,11376.0,1565.0,612.0,180,Rural,No
503,Male,No,3,Graduate,Yes,2980.0,3271.0,4888.0,360,Urban,Yes
504,Female,No,1,Not Graduate,Yes,9236.0,1215.0,5046.0,360,Rural,No
505,Female,No,3,Not Graduate,No,10053.0,491.0,3431.0,180,Rural,Yes
506,Male,Yes,2,Graduate,No,6759.0,1019.0,5081.0,180,Rural,No
507,Female,Yes,1,Graduate,No,1606.0,2627.0,5218.0,360,Semiurban,Yes
508,Female,No,2,Not Graduate,No,7723.0,1930.0,8137.0,360,Urban,No
509,Female,No,2,Graduate,No,6645.0,2941.0,440.0,360,Urban,Yes
510,Female,No,1,Not Graduate,Yes,10290.0,1426.0,724.0,360,Semiurban,Yes
511,Male,No,1,Not Graduate,Yes,9666.0,3278.0,6734.0,360,Semiurban,No
512,Male,No,2,Not Graduate,No,2920.0,4126.0,1750.0,180,Urban,No
513,Female,No,0,Not Graduate,Yes,2112.0,549.0,9870.0,360,Semiurban,No
514,Male,Yes,1,Not Graduate,No,9778.0,1986.0,8395.0,360,Semiurban,No
515,Male,No,0,Graduate,Yes,4147.0,2786.0,5021.0,360,Rural,No
516,Female,No,2,Graduate,No,8969.0,291.0,9624.0,360,Semiurban,Yes
517,Male,Yes,3,Not Graduate,No,11646.0,4641.0,2738.0,180,Rural,Yes
518,Female,Yes,2,Not Graduate,No,5225.0,4493.0,1039.0,180,Rural,Yes
519,Male,No,0,Graduate,No,1884.0,2529.0,6567.0,180,Urban,Yes
520,Male,No,3,Graduate,Yes,6669.0,4381.0,8053.0,360,Urban,No
521,Male,Yes,3,Graduate,Yes,6669.0,2395.0,8383.0,180,Rural,Yes
522,Male,Yes,0,Graduate,No,1992.0,2978.0,3082.0,360,Rural,No
523,Male,Yes,2,Not Graduate,No,6669.0,171.0,8254.0,360,Urban,No
524,Male,No,2,Not Graduate,No,3139.0,2627.0,3520.0,180,Semiurban,No
525,Female,No,0,Graduate,Yes,8964.0,1360.0,9012.0,360,Urban,Yes
526,Female,Yes,3,Not Graduate,No,6669.0,2514.0,5021.0,360,Urban,No
527,Male,No,0,Graduate,No,5501.0,2823.0,1149.0,360,Rural,Yes
528,Male,No,1,Not Graduate,Yes,11899.0,598.0,5021.0,360,Semiurban,No
529,Male,Yes,2,Not Graduate,Yes,11785.0,529.0,7577.0,360,Rural,No
530,Male,Yes,1,Graduate,Yes,4358.0,1820.0,4019.0,180,Rural,No
531,Female,Yes,2,Not Graduate,No,10904.0,764.0,6480.0,360,Rural,Yes
532,Female,Yes,2,Not Graduate,Yes,3134.0,1463.0,7212.0,180,Rural,Yes
533,Female,Yes,0,Graduate,Yes,11366.0,1805.0,5699.0,360,Rural,No
534,Male,No,1,Not Graduate,No,8161.0,1976.0,4916.0,360,Urban,Yes
535,Female,Yes,0,Graduate,Yes,3177.0,2627.0,5021.0,180,Urban,No
536,Male,Yes,1,Graduate,Yes,5210.0,3262.0,1275.0,360,Semiurban,No
537,Female,Yes,0,Graduate,No,11923.0,2928.0,8352.0,360,Urban,Yes
538,Male,Yes,3,Not Graduate,Yes,3363.0,2784.0,8897.0,360,Semiurban,Yes
539,Male,Yes,0,Not Graduate,No,6877.0,3674.0,8068.0,180,Semiurban,Yes
540,Female,Yes,2,Not Graduate,No,10768.0,4142.0,525.0,180,Semiurban,Yes
541,Male,No,3,Graduate,No,10840.0,3523.0,6604.0,180,Urban,Yes
542,Male,Yes,3,Graduate,No,5697.0,2627.0,7031.0,360,Rural,No
543,Male,No,3,Not Graduate,No,5963.0,2149.0,994.0,360,Urban,Yes
544,Female,Yes,0,Not Graduate,No,8734.0,120.0,1467.0,360,Rural,No
545,Male,Yes,0,Not Graduate,Yes,1886.0,2078.0,5631.0,180,Urban,Yes
546,Male,Yes,0,Not Graduate,Yes,2257.0,2627.0,1186.0,180,Rural,No
547,Male,No,3,Not Graduate,No,11496.0,3940.0,6295.0,180,Rural,Yes
548,Male,No,1,Not Graduate,Yes,6669.0,3735.0,1783.0,360,Urban,No
549,Male,Yes,0,Graduate,No,10284.0,226.0,1519.0,360,Urban,No
550,Male,No,0,Graduate,No,4668.0,2627.0,5021.0,360,Rural,No
551,Male,Yes,0,Graduate,Yes,6193.0,3567.0,5021.0,180,Urban,No
552,Male,No,3,Not Graduate,Yes,6378.0,4231.0,5629.0,180,Urban,Yes
553,Male,No,3,Not Graduate,Yes,3587.0,3568.0,9190.0,180,Rural,No
554,Male,Yes,2,Not Graduate,Yes,6669.0,2199.0,1292.0,360,Semiurban,No
555,Female,Yes,1,Graduate,No,5946.0,2627.0,8472.0,180,Rural,Yes
556,Male,No,2,Graduate,Yes,6367.0,4088.0,8904.0,360,Rural,No
557,Male,Yes,2,Not Graduate,Yes,4539.0,2821.0,8789.0,180,Rural,No
558,Male,No,3,Not Graduate,Yes,11943.0,2627.0,9305.0,180,Urban,No
559,Female,Yes,0,Not Graduate,Yes,5300.0,3306.0,1152.0,180,Urban,Yes
560,Male,No,2,Graduate,Yes,4255.0,4693.0,4248.0,360,Urban,No
561,Female,Yes,1,Not Graduate,Yes,11396.0,3730.0,5393.0,360,Semiurban,No
562,Male,No,1,Not Graduate,No,7581.0,911.0,3836.0,360,Semiurban,Yes
563,Male,Yes,3,Graduate,Yes,10755.0,4958.0,7614.0,180,Urban,Yes
564,Male,Yes,1,Not Graduate,No,6669.0,3148.0,2454.0,180,Semiurban,Yes
565,Female,Yes,1,Not Graduate,Yes,2888.0,1067.0,4937.0,360,Semiurban,No
566,Male,Yes,1,Not Graduate,Yes,4459.0,2867.0,4046.0,180,Rural,No
567,Female,No,0,Graduate,Yes,10889.0,3319.0,3208.0,180,Semiurban,No
568,Female,Yes,1,Not Graduate,Yes,3457.0,4014.0,9377.0,180,Urban,Yes
569,Male,Yes,2,Not Graduate,No,10572.0,3384.0,1779.0,360,Rural,Yes
570,Female,Yes,3,Graduate,Yes,1526.0,2627.0,1353.0,360,Semiurban,Yes
571,Female,No,3,Graduate,Yes,4862.0,2728.0,5021.0,180,Semiurban,Yes
572,Male,Yes,2,Not Graduate,Yes,6669.0,2627.0,4843.0,360,Urban,No
573,Female,Yes,1,Not Graduate,No,11599.0,3555.0,5021.0,180,Semiurban,Yes
574,Female,Yes,0,Not Graduate,No,9477.0,3346.0,7218.0,180,Rural,Yes
575,Female,Yes,3,Not Graduate,Yes,10800.0,3969.0,7349.0,360,Semiurban,No
576,Male,No,0,Graduate,Yes,2391.0,883.0,2060.0,360,Rural,No
577,Male,No,0,Graduate,No,4394.0,2365.0,3295.0,360,Urban,No
578,Female,Yes,3,Graduate,No,6497.0,2821.0,5630.0,180,Rural,Yes
579,Female,No,1,Graduate,Yes,11817.0,1858.0,6833.0,360,Semiurban,No
580,Female,No,2,Graduate,No,10294.0,1371.0,124.0,180,Rural,No
581,Female,No,1,Graduate,No,3000.0,3315.0,5021.0,360,Semiurban,No
582,Male,No,2,Not Graduate,No,6382.0,3775.0,9823.0,360,Semiurban,No
583,Male,No,2,Not Graduate,No,5099.0,2627.0,2569.0,180,Rural,No
584,Male,Yes,3,Graduate,No,3594.0,1731.0,1272.0,360,Urban,Yes
585,Male,Yes,3,Graduate,No,6669.0,1963.0,8066.0,180,Semiurban,No
586,Male,Yes,2,Not Graduate,Yes,5321.0,4789.0,3402.0,360,Urban,Yes
587,Female,Yes,0,Graduate,No,9993.0,3022.0,4626.0,180,Urban,No
588,Male,Yes,1,Not Graduate,Yes,4738.0,1694.0,1240.0,180,Urban,Yes
589,Male,No,1,Not Graduate,Yes,6669.0,3178.0,3484.0,360,Semiurban,No
590,Male,No,2,Not Graduate,No,8556.0,3109.0,2127.0,360,Semiurban,No
591,Female,Yes,3,Not Graduate,Yes,1502.0,1271.0,4791.0,180,Urban,No
592,Male,No,2,Graduate,Yes,6669.0,1755.0,5021.0,180,Urban,Yes
593,Male,Yes,0,Graduate,Yes,8721.0,3806.0,5021.0,360,Urban,No
594,Female,No,2,Not Graduate,Yes,2202.0,2216.0,9665.0,180,Semiurban,Yes
595,Male,Yes,3,Graduate,No,6669.0,2649.0,8991.0,360,Urban,No
596,Female,No,3,Not Graduate,Yes,6669.0,4808.0,101.0,180,Semiurban,No
597,Female,No,0,Not Graduate,No,6960.0,3149.0,5021.0,180,Urban,Yes
598,Male,Yes,2,Not Graduate,Yes,2203.0,4351.0,5021.0,360,Semiurban,Yes
599,Male,Yes,1,Not Graduate,Yes,5519.0,1739.0,3588.0,180,Urban,No
600,Male,Yes,0,Not Graduate,Yes,9912.0,4963.0,1270.0,180,Urban,No
601,Female,No,2,Not Graduate,No,3230.0,3475.0,3636.0,360,Urban,Yes
602,Male,No,0,Not Graduate,Yes,4064.0,2627.0,2382.0,360,Semiurban,Yes
603,Male,Yes,0,Not Graduate,Yes,6669.0,843.0,5021.0,360,Urban,No
604,Male,Yes,1,Graduate,No,6065.0,1867.0,6139.0,360,Semiurban,No
605,Female,Yes,2,Not Graduate,No,8254.0,1613.0,9778.0,180,Urban,Yes
606,Male,No,2,Not Graduate,Yes,3743.0,3694.0,9324.0,360,Semiurban,No
607,Male,Yes,1,Not Graduate,Yes,11208.0,3758.0,2013.0,360,Rural,Yes
608,Male,No,2,Not Graduate,Yes,1601.0,4496.0,2714.0,180,Rural,No
609,Male,No,0,Graduate,No,7324.0,3810.0,3890.0,180,Urban,Yes
610,Female,No,2,Graduate,No,7699.0,1324.0,2791.0,180,Urban,Yes
611,Male,Yes,2,Graduate,No,4138.0,389.0,1040.0,360,Urban,No
612,Male,Yes,3,Not Graduate,No,6820.0,393.0,7228.0,360,Urban,No
613,Female,No,3,Not Graduate,No,11787.0,221.0,7271.0,180,Semiurban,No
614,Male,No,1,Not Graduate,No,9341.0,1470.0,1338.0,180,Urban,Yes
615,Male,No,2,Not Graduate,Yes,6279.0,1622.0,7701.0,180,Semiurban,No
616,Female,Yes,2,Graduate,Yes,2151.0,1387.0,5021.0,180,Urban,Yes
617,Male,No,3,Not Graduate,Yes,7973.0,3186.0,5101.0,180,Semiurban,No
618,Male,Yes,0,Not Graduate,Yes,11935.0,1178.0,6505.0,180,Semiurban,Yes
619,Male,No,1,Graduate,No,5223.0,3974.0,6272.0,180,Rural,Yes
620,Female,Yes,0,Graduate,No,8404.0,889.0,3762.0,360,Rural,Yes
621,Male,Yes,1,Graduate,Yes,4332.0,3494.0,6375.0,360,Semiurban,No
622,Female,No,1,Graduate,Yes,11204.0,654.0,9600.0,180,Urban,No
623,Male,No,2,Graduate,No,2516.0,3628.0,3591.0,360,Semiurban,Yes
624,Male,No,2,Not Graduate,No,6477.0,2627.0,8832.0,180,Rural,No
625,Female,Yes,1,Graduate,Yes,3673.0,4227.0,7564.0,180,Semiurban,Yes
626,Male,No,1,Graduate,Yes,4952.0,4995.0,5131.0,180,Urban,Yes
627,Female,Yes,2,Not Graduate,Yes,10332.0,3738.0,413.0,360,Urban,Yes
628,Female,No,3,Not Graduate,No,6735.0,3956.0,5045.0,360,Semiurban,No
629,Male,Yes,0,Not Graduate,No,11571.0,2513.0,2246.0,180,Urban,No
630,Female,No,0,Not Graduate,Yes,10709.0,4879.0,7357.0,180,Rural,Yes
631,Male,No,1,Not Graduate,Yes,3795.0,2947.0,5021.0,180,Urban,No
632,Female,Yes,3,Not Graduate,No,6669.0,763.0,1048.0,360,Urban,No
633,Male,No,1,Not Graduate,No,10527.0,3097.0,7049.0,360,Rural,Yes
634,Female,Yes,2,Not Graduate,No,2130.0,3649.0,7300.0,180,Urban,Yes
635,Female,No,2,Graduate,No,11977.0,704.0,8511.0,180,Semiurban,Yes
636,Male,Yes,3,Graduate,Yes,9242.0,2627.0,423.0,180,Semiurban,Yes
637,Female,Yes,3,Graduate,Yes,1801.0,1407.0,2518.0,180,Semiurban,No
638,Female,Yes,2,Not Graduate,No,8104.0,3172.0,1820.0,360,Urban,No
